LAUS Code,statefips,countyfips,County Name/State Abbreviation,Period,labor force,Employed,Unemployed,unemployment_rate
CN2011500000000,20,115,"Marion County, KS",20-Nov,"6,237","5,987",250,4
CN2011700000000,20,117,"Marshall County, KS",20-Nov,"5,852","5,671",181,3.1
CN2011900000000,20,119,"Meade County, KS",20-Nov,"2,262","2,190",72,3.2
CN2012100000000,20,121,"Miami County, KS",20-Nov,"17,732","16,961",771,4.3
CN2012300000000,20,123,"Mitchell County, KS",20-Nov,"3,677","3,567",110,3
CN2012500000000,20,125,"Montgomery County, KS",20-Nov,"15,116","14,314",802,5.3
CN2012700000000,20,127,"Morris County, KS",20-Nov,"3,169","3,077",92,2.9
CN2012900000000,20,129,"Morton County, KS",20-Nov,"1,249","1,213",36,2.9
CN2013100000000,20,131,"Nemaha County, KS",20-Nov,"5,941","5,770",171,2.9
CN2013300000000,20,133,"Neosho County, KS",20-Nov,"6,474","6,115",359,5.5
CN2013500000000,20,135,"Ness County, KS",20-Nov,"1,410","1,359",51,3.6
CN2013700000000,20,137,"Norton County, KS",20-Nov,"2,790","2,706",84,3
CN2013900000000,20,139,"Osage County, KS",20-Nov,"8,050","7,713",337,4.2
CN2014100000000,20,141,"Osborne County, KS",20-Nov,"2,092","2,035",57,2.7
CN2014300000000,20,143,"Ottawa County, KS",20-Nov,"3,101","2,967",134,4.3
CN2014500000000,20,145,"Pawnee County, KS",20-Nov,"3,004","2,906",98,3.3
CN2014700000000,20,147,"Phillips County, KS",20-Nov,"2,784","2,688",96,3.4
CN2014900000000,20,149,"Pottawatomie County, KS",20-Nov,"12,359","11,862",497,4
CN2015100000000,20,151,"Pratt County, KS",20-Nov,"5,174","5,006",168,3.2
CN2015300000000,20,153,"Rawlins County, KS",20-Nov,"1,652","1,616",36,2.2
CN2015500000000,20,155,"Reno County, KS",20-Nov,"31,207","29,715","1,492",4.8
CN2015700000000,20,157,"Republic County, KS",20-Nov,"2,543","2,462",81,3.2
CN2015900000000,20,159,"Rice County, KS",20-Nov,"5,299","5,074",225,4.2
CN2016100000000,20,161,"Riley County, KS",20-Nov,"34,874","33,359","1,515",4.3
CN2016300000000,20,163,"Rooks County, KS",20-Nov,"2,673","2,566",107,4
CN2016500000000,20,165,"Rush County, KS",20-Nov,"1,625","1,570",55,3.4
CN2016700000000,20,167,"Russell County, KS",20-Nov,"3,437","3,318",119,3.5
CN2016900000000,20,169,"Saline County, KS",20-Nov,"30,600","29,219","1,381",4.5
CN2017100000000,20,171,"Scott County, KS",20-Nov,"3,031","2,941",90,3
CN2017300000000,20,173,"Sedgwick County, KS",20-Nov,"257,727","240,210","17,517",6.8
CN2017500000000,20,175,"Seward County, KS",20-Nov,"10,325","9,849",476,4.6
CN2017700000000,20,177,"Shawnee County, KS",20-Nov,"91,905","87,223","4,682",5.1
CN2017900000000,20,179,"Sheridan County, KS",20-Nov,"1,604","1,572",32,2
CN2018100000000,20,181,"Sherman County, KS",20-Nov,"3,054","2,942",112,3.7
CN2018300000000,20,183,"Smith County, KS",20-Nov,"2,123","2,062",61,2.9
CN2018500000000,20,185,"Stafford County, KS",20-Nov,"2,201","2,129",72,3.3
CN2018700000000,20,187,"Stanton County, KS",20-Nov,"1,155","1,115",40,3.5
CN2018900000000,20,189,"Stevens County, KS",20-Nov,"2,993","2,915",78,2.6
CN2019100000000,20,191,"Sumner County, KS",20-Nov,"11,278","10,551",727,6.4
CN2019300000000,20,193,"Thomas County, KS",20-Nov,"4,459","4,320",139,3.1
CN2019500000000,20,195,"Trego County, KS",20-Nov,"1,544","1,500",44,2.8
CN2019700000000,20,197,"Wabaunsee County, KS",20-Nov,"3,741","3,598",143,3.8
CN2019900000000,20,199,"Wallace County, KS",20-Nov,886,865,21,2.4
CN2020100000000,20,201,"Washington County, KS",20-Nov,"3,242","3,159",83,2.6
CN2020300000000,20,203,"Wichita County, KS",20-Nov,"1,281","1,250",31,2.4
CN2020500000000,20,205,"Wilson County, KS",20-Nov,"4,067","3,825",242,6
CN2020700000000,20,207,"Woodson County, KS",20-Nov,"1,688","1,617",71,4.2
CN2020900000000,20,209,"Wyandotte County, KS",20-Nov,"78,507","74,195","4,312",5.5
CN2100100000000,21,1,"Adair County, KY",20-Nov,"6,855","6,486",369,5.4
CN2100300000000,21,3,"Allen County, KY",20-Nov,"8,606","8,266",340,4
CN2100500000000,21,5,"Anderson County, KY",20-Nov,"11,904","11,371",533,4.5
CN2100700000000,21,7,"Ballard County, KY",20-Nov,"3,217","3,041",176,5.5
CN2100900000000,21,9,"Barren County, KY",20-Nov,"17,425","16,337","1,088",6.2
CN2101100000000,21,11,"Bath County, KY",20-Nov,"4,519","4,254",265,5.9
CN2101300000000,21,13,"Bell County, KY",20-Nov,"7,980","7,488",492,6.2
CN2101500000000,21,15,"Boone County, KY",20-Nov,"70,048","67,022","3,026",4.3
CN2101700000000,21,17,"Bourbon County, KY",20-Nov,"10,007","9,618",389,3.9
CN2101900000000,21,19,"Boyd County, KY",20-Nov,"17,631","16,514","1,117",6.3
CN2102100000000,21,21,"Boyle County, KY",20-Nov,"11,514","10,831",683,5.9
CN2102300000000,21,23,"Bracken County, KY",20-Nov,"3,770","3,593",177,4.7
CN2102500000000,21,25,"Breathitt County, KY",20-Nov,"3,145","2,901",244,7.8
CN2102700000000,21,27,"Breckinridge County, KY",20-Nov,"7,629","7,193",436,5.7
CN2102900000000,21,29,"Bullitt County, KY",20-Nov,"42,032","40,205","1,827",4.3
CN2103100000000,21,31,"Butler County, KY",20-Nov,"4,828","4,594",234,4.8
CN2103300000000,21,33,"Caldwell County, KY",20-Nov,"5,314","5,049",265,5
CN2103500000000,21,35,"Calloway County, KY",20-Nov,"18,321","17,391",930,5.1
CN2103700000000,21,37,"Campbell County, KY",20-Nov,"50,130","47,911","2,219",4.4
CN2103900000000,21,39,"Carlisle County, KY",20-Nov,"2,171","2,089",82,3.8
CN2104100000000,21,41,"Carroll County, KY",20-Nov,"5,181","4,951",230,4.4
CN2104300000000,21,43,"Carter County, KY",20-Nov,"9,407","8,720",687,7.3
CN2104500000000,21,45,"Casey County, KY",20-Nov,"6,422","6,147",275,4.3
CN2104700000000,21,47,"Christian County, KY",20-Nov,"25,317","23,914","1,403",5.5
CN2104900000000,21,49,"Clark County, KY",20-Nov,"17,237","16,347",890,5.2
CN2105100000000,21,51,"Clay County, KY",20-Nov,"5,040","4,656",384,7.6
CN2105300000000,21,53,"Clinton County, KY",20-Nov,"3,883","3,737",146,3.8
CN2105500000000,21,55,"Crittenden County, KY",20-Nov,"3,647","3,500",147,4
CN2105700000000,21,57,"Cumberland County, KY",20-Nov,"3,071","2,956",115,3.7
CN2105900000000,21,59,"Daviess County, KY",20-Nov,"46,268","44,130","2,138",4.6
CN2106100000000,21,61,"Edmonson County, KY",20-Nov,"4,524","4,289",235,5.2
CN2106300000000,21,63,"Elliott County, KY",20-Nov,"1,945","1,814",131,6.7
CN2106500000000,21,65,"Estill County, KY",20-Nov,"5,136","4,867",269,5.2
CN2106700000000,21,67,"Fayette County, KY",20-Nov,"175,300","167,359","7,941",4.5
CN2106900000000,21,69,"Fleming County, KY",20-Nov,"6,351","6,062",289,4.6
CN2107100000000,21,71,"Floyd County, KY",20-Nov,"10,342","9,510",832,8
CN2107300000000,21,73,"Franklin County, KY",20-Nov,"25,176","23,826","1,350",5.4
CN2107500000000,21,75,"Fulton County, KY",20-Nov,"2,070","1,973",97,4.7
CN2107700000000,21,77,"Gallatin County, KY",20-Nov,"4,074","3,874",200,4.9
CN2107900000000,21,79,"Garrard County, KY",20-Nov,"7,355","7,020",335,4.6
CN2108100000000,21,81,"Grant County, KY",20-Nov,"11,646","11,036",610,5.2
CN2108300000000,21,83,"Graves County, KY",20-Nov,"15,014","14,235",779,5.2
CN2108500000000,21,85,"Grayson County, KY",20-Nov,"11,013","10,369",644,5.8
CN2108700000000,21,87,"Green County, KY",20-Nov,"4,933","4,749",184,3.7
CN2108900000000,21,89,"Greenup County, KY",20-Nov,"13,203","12,321",882,6.7
CN2109100000000,21,91,"Hancock County, KY",20-Nov,"3,886","3,706",180,4.6
CN2109300000000,21,93,"Hardin County, KY",20-Nov,"46,710","44,352","2,358",5
CN2109500000000,21,95,"Harlan County, KY",20-Nov,"6,096","5,464",632,10.4
CN2109700000000,21,97,"Harrison County, KY",20-Nov,"8,692","8,329",363,4.2
CN2109900000000,21,99,"Hart County, KY",20-Nov,"7,619","7,276",343,4.5
CN2110100000000,21,101,"Henderson County, KY",20-Nov,"22,408","21,430",978,4.4
CN2110300000000,21,103,"Henry County, KY",20-Nov,"8,169","7,871",298,3.6
CN2110500000000,21,105,"Hickman County, KY",20-Nov,"1,727","1,659",68,3.9
CN2110700000000,21,107,"Hopkins County, KY",20-Nov,"16,417","15,487",930,5.7
CN2110900000000,21,109,"Jackson County, KY",20-Nov,"3,844","3,574",270,7
CN2111100000000,21,111,"Jefferson County, KY",20-Nov,"397,565","376,067","21,498",5.4
CN2111300000000,21,113,"Jessamine County, KY",20-Nov,"26,477","25,293","1,184",4.5
CN2111500000000,21,115,"Johnson County, KY",20-Nov,"6,301","5,807",494,7.8
CN2111700000000,21,117,"Kenton County, KY",20-Nov,"86,798","82,767","4,031",4.6
CN2111900000000,21,119,"Knott County, KY",20-Nov,"4,165","3,829",336,8.1
CN2112100000000,21,121,"Knox County, KY",20-Nov,"9,878","9,210",668,6.8
CN2112300000000,21,123,"Larue County, KY",20-Nov,"5,748","5,460",288,5
CN2112500000000,21,125,"Laurel County, KY",20-Nov,"24,346","23,116","1,230",5.1
CN2112700000000,21,127,"Lawrence County, KY",20-Nov,"5,166","4,836",330,6.4
CN2112900000000,21,129,"Lee County, KY",20-Nov,"1,964","1,853",111,5.7
CN2113100000000,21,131,"Leslie County, KY",20-Nov,"2,499","2,271",228,9.1
CN2113300000000,21,133,"Letcher County, KY",20-Nov,"5,988","5,465",523,8.7
CN2113500000000,21,135,"Lewis County, KY",20-Nov,"4,365","4,058",307,7
CN2113700000000,21,137,"Lincoln County, KY",20-Nov,"8,596","8,027",569,6.6
CN2113900000000,21,139,"Livingston County, KY",20-Nov,"3,336","3,127",209,6.3
CN2114100000000,21,141,"Logan County, KY",20-Nov,"12,073","11,634",439,3.6
CN2114300000000,21,143,"Lyon County, KY",20-Nov,"2,739","2,607",132,4.8
CN2114500000000,21,145,"McCracken County, KY",20-Nov,"26,709","25,094","1,615",6
CN2114700000000,21,147,"McCreary County, KY",20-Nov,"4,567","4,282",285,6.2
CN2114900000000,21,149,"McLean County, KY",20-Nov,"4,139","3,963",176,4.3
CN2115100000000,21,151,"Madison County, KY",20-Nov,"43,985","41,936","2,049",4.7
CN2115300000000,21,153,"Magoffin County, KY",20-Nov,"3,187","2,745",442,13.9
CN2115500000000,21,155,"Marion County, KY",20-Nov,"9,483","9,041",442,4.7
CN2115700000000,21,157,"Marshall County, KY",20-Nov,"14,394","13,676",718,5
CN2115900000000,21,159,"Martin County, KY",20-Nov,"2,713","2,487",226,8.3
CN2116100000000,21,161,"Mason County, KY",20-Nov,"6,754","6,362",392,5.8
CN2116300000000,21,163,"Meade County, KY",20-Nov,"11,689","11,089",600,5.1
CN2116500000000,21,165,"Menifee County, KY",20-Nov,"2,244","2,078",166,7.4
CN2116700000000,21,167,"Mercer County, KY",20-Nov,"9,407","8,890",517,5.5
CN2116900000000,21,169,"Metcalfe County, KY",20-Nov,"3,859","3,636",223,5.8
CN2117100000000,21,171,"Monroe County, KY",20-Nov,"4,569","4,377",192,4.2
CN2117300000000,21,173,"Montgomery County, KY",20-Nov,"11,320","10,657",663,5.9
CN2117500000000,21,175,"Morgan County, KY",20-Nov,"4,435","4,195",240,5.4
CN2117700000000,21,177,"Muhlenberg County, KY",20-Nov,"9,782","9,089",693,7.1
CN2117900000000,21,179,"Nelson County, KY",20-Nov,"23,168","22,192",976,4.2
CN2118100000000,21,181,"Nicholas County, KY",20-Nov,"3,308","3,169",139,4.2
CN2118300000000,21,183,"Ohio County, KY",20-Nov,"9,685","9,197",488,5
CN2118500000000,21,185,"Oldham County, KY",20-Nov,"32,774","31,641","1,133",3.5
CN2118700000000,21,187,"Owen County, KY",20-Nov,"5,018","4,755",263,5.2
CN2118900000000,21,189,"Owsley County, KY",20-Nov,"1,097","1,028",69,6.3
CN2119100000000,21,191,"Pendleton County, KY",20-Nov,"6,870","6,607",263,3.8
CN2119300000000,21,193,"Perry County, KY",20-Nov,"7,676","7,090",586,7.6
CN2119500000000,21,195,"Pike County, KY",20-Nov,"17,898","16,541","1,357",7.6
CN2119700000000,21,197,"Powell County, KY",20-Nov,"4,886","4,608",278,5.7
CN2119900000000,21,199,"Pulaski County, KY",20-Nov,"25,470","24,101","1,369",5.4
CN2120100000000,21,201,"Robertson County, KY",20-Nov,824,792,32,3.9
CN2120300000000,21,203,"Rockcastle County, KY",20-Nov,"6,217","5,874",343,5.5
CN2120500000000,21,205,"Rowan County, KY",20-Nov,"9,596","9,067",529,5.5
CN2120700000000,21,207,"Russell County, KY",20-Nov,"5,917","5,575",342,5.8
CN2120900000000,21,209,"Scott County, KY",20-Nov,"28,984","27,837","1,147",4
CN2121100000000,21,211,"Shelby County, KY",20-Nov,"25,313","24,354",959,3.8
CN2121300000000,21,213,"Simpson County, KY",20-Nov,"8,698","8,314",384,4.4
CN2121500000000,21,215,"Spencer County, KY",20-Nov,"10,052","9,666",386,3.8
CN2121700000000,21,217,"Taylor County, KY",20-Nov,"12,261","11,748",513,4.2
CN2121900000000,21,219,"Todd County, KY",20-Nov,"5,384","5,204",180,3.3
CN2122100000000,21,221,"Trigg County, KY",20-Nov,"6,171","5,843",328,5.3
CN2122300000000,21,223,"Trimble County, KY",20-Nov,"3,866","3,670",196,5.1
CN2122500000000,21,225,"Union County, KY",20-Nov,"5,747","5,509",238,4.1
CN2122700000000,21,227,"Warren County, KY",20-Nov,"61,018","58,200","2,818",4.6
CN2122900000000,21,229,"Washington County, KY",20-Nov,"6,315","6,071",244,3.9
CN2123100000000,21,231,"Wayne County, KY",20-Nov,"7,271","6,875",396,5.4
CN2123300000000,21,233,"Webster County, KY",20-Nov,"5,536","5,281",255,4.6
CN2123500000000,21,235,"Whitley County, KY",20-Nov,"13,603","12,801",802,5.9
CN2123700000000,21,237,"Wolfe County, KY",20-Nov,"1,899","1,790",109,5.7
CN2123900000000,21,239,"Woodford County, KY",20-Nov,"15,265","14,683",582,3.8
CN2200100000000,22,1,"Acadia Parish, LA",20-Nov,"23,753","22,060","1,693",7.1
CN2200300000000,22,3,"Allen Parish, LA",20-Nov,"8,701","7,991",710,8.2
CN2200500000000,22,5,"Ascension Parish, LA",20-Nov,"63,741","59,730","4,011",6.3
CN2200700000000,22,7,"Assumption Parish, LA",20-Nov,"9,152","8,234",918,10
CN2200900000000,22,9,"Avoyelles Parish, LA",20-Nov,"15,076","13,975","1,101",7.3
CN2201100000000,22,11,"Beauregard Parish, LA",20-Nov,"14,265","13,426",839,5.9
CN2201300000000,22,13,"Bienville Parish, LA",20-Nov,"5,444","5,008",436,8
CN2201500000000,22,15,"Bossier Parish, LA",20-Nov,"57,287","53,954","3,333",5.8
CN2201700000000,22,17,"Caddo Parish, LA",20-Nov,"105,620","95,793","9,827",9.3
CN2201900000000,22,19,"Calcasieu Parish, LA",20-Nov,"97,262","87,654","9,608",9.9
CN2202100000000,22,21,"Caldwell Parish, LA",20-Nov,"3,732","3,499",233,6.2
CN2202300000000,22,23,"Cameron Parish, LA",20-Nov,"3,458","3,260",198,5.7
CN2202500000000,22,25,"Catahoula Parish, LA",20-Nov,"3,421","3,171",250,7.3
CN2202700000000,22,27,"Claiborne Parish, LA",20-Nov,"5,697","5,331",366,6.4
CN2202900000000,22,29,"Concordia Parish, LA",20-Nov,"6,989","6,482",507,7.3
CN2203100000000,22,31,"De Soto Parish, LA",20-Nov,"10,706","9,975",731,6.8
CN2203300000000,22,33,"East Baton Rouge Parish, LA",20-Nov,"232,510","214,645","17,865",7.7
CN2203500000000,22,35,"East Carroll Parish, LA",20-Nov,"1,842","1,617",225,12.2
CN2203700000000,22,37,"East Feliciana Parish, LA",20-Nov,"7,926","7,404",522,6.6
CN2203900000000,22,39,"Evangeline Parish, LA",20-Nov,"11,657","10,772",885,7.6
CN2204100000000,22,41,"Franklin Parish, LA",20-Nov,"7,333","6,762",571,7.8
CN2204300000000,22,43,"Grant Parish, LA",20-Nov,"8,038","7,545",493,6.1
CN2204500000000,22,45,"Iberia Parish, LA",20-Nov,"28,857","25,985","2,872",10
CN2204700000000,22,47,"Iberville Parish, LA",20-Nov,"14,341","12,847","1,494",10.4
CN2204900000000,22,49,"Jackson Parish, LA",20-Nov,"6,663","6,326",337,5.1
CN2205100000000,22,51,"Jefferson Parish, LA",20-Nov,"212,611","192,873","19,738",9.3
CN2205300000000,22,53,"Jefferson Davis Parish, LA",20-Nov,"12,722","11,786",936,7.4
CN2205500000000,22,55,"Lafayette Parish, LA",20-Nov,"114,048","106,505","7,543",6.6
CN2205700000000,22,57,"Lafourche Parish, LA",20-Nov,"42,414","39,834","2,580",6.1
CN2205900000000,22,59,"LaSalle Parish, LA",20-Nov,"6,729","6,417",312,4.6
CN2206100000000,22,61,"Lincoln Parish, LA",20-Nov,"20,549","19,326","1,223",6
CN2206300000000,22,63,"Livingston Parish, LA",20-Nov,"68,010","64,180","3,830",5.6
CN2206500000000,22,65,"Madison Parish, LA",20-Nov,"3,456","3,173",283,8.2
CN2206700000000,22,67,"Morehouse Parish, LA",20-Nov,"10,051","9,061",990,9.8
CN2206900000000,22,69,"Natchitoches Parish, LA",20-Nov,"15,783","14,731","1,052",6.7
CN2207100000000,22,71,"Orleans Parish, LA",20-Nov,"185,485","160,284","25,201",13.6
CN2207300000000,22,73,"Ouachita Parish, LA",20-Nov,"73,334","68,289","5,045",6.9
CN2207500000000,22,75,"Plaquemines Parish, LA",20-Nov,"9,634","9,040",594,6.2
CN2207700000000,22,77,"Pointe Coupee Parish, LA",20-Nov,"9,823","9,070",753,7.7
CN2207900000000,22,79,"Rapides Parish, LA",20-Nov,"54,537","51,261","3,276",6
CN2208100000000,22,81,"Red River Parish, LA",20-Nov,"3,728","3,495",233,6.3
CN2208300000000,22,83,"Richland Parish, LA",20-Nov,"8,150","7,576",574,7
CN2208500000000,22,85,"Sabine Parish, LA",20-Nov,"8,964","8,508",456,5.1
CN2208700000000,22,87,"St. Bernard Parish, LA",20-Nov,"19,916","17,789","2,127",10.7
CN2208900000000,22,89,"St. Charles Parish, LA",20-Nov,"24,508","22,648","1,860",7.6
CN2209100000000,22,91,"St. Helena Parish, LA",20-Nov,"4,461","3,904",557,12.5
CN2209300000000,22,93,"St. James Parish, LA",20-Nov,"9,108","8,159",949,10.4
CN2209500000000,22,95,"St. John the Baptist Parish, LA",20-Nov,"19,892","17,461","2,431",12.2
CN2209700000000,22,97,"St. Landry Parish, LA",20-Nov,"32,178","29,301","2,877",8.9
CN2209900000000,22,99,"St. Martin Parish, LA",20-Nov,"22,387","20,614","1,773",7.9
CN2210100000000,22,101,"St. Mary Parish, LA",20-Nov,"19,865","17,987","1,878",9.5
CN2210300000000,22,103,"St. Tammany Parish, LA",20-Nov,"114,387","107,740","6,647",5.8
CN2210500000000,22,105,"Tangipahoa Parish, LA",20-Nov,"55,021","49,742","5,279",9.6
CN2210700000000,22,107,"Tensas Parish, LA",20-Nov,"1,329","1,226",103,7.8
CN2210900000000,22,109,"Terrebonne Parish, LA",20-Nov,"47,437","43,799","3,638",7.7
CN2211100000000,22,111,"Union Parish, LA",20-Nov,"9,405","8,780",625,6.6
CN2211300000000,22,113,"Vermilion Parish, LA",20-Nov,"24,123","22,373","1,750",7.3
CN2211500000000,22,115,"Vernon Parish, LA",20-Nov,"15,443","14,532",911,5.9
CN2211700000000,22,117,"Washington Parish, LA",20-Nov,"16,821","15,431","1,390",8.3
CN2211900000000,22,119,"Webster Parish, LA",20-Nov,"14,425","13,317","1,108",7.7
CN2212100000000,22,121,"West Baton Rouge Parish, LA",20-Nov,"13,687","12,693",994,7.3
CN2212300000000,22,123,"West Carroll Parish, LA",20-Nov,"3,470","3,183",287,8.3
CN2212500000000,22,125,"West Feliciana Parish, LA",20-Nov,"5,307","5,016",291,5.5
CN2212700000000,22,127,"Winn Parish, LA",20-Nov,"4,738","4,412",326,6.9
CN2300100000000,23,1,"Androscoggin County, ME",20-Nov,"54,066","51,494","2,572",4.8
CN2300300000000,23,3,"Aroostook County, ME",20-Nov,"29,096","27,736","1,360",4.7
CN2300500000000,23,5,"Cumberland County, ME",20-Nov,"159,597","152,704","6,893",4.3
CN2300700000000,23,7,"Franklin County, ME",20-Nov,"13,972","13,297",675,4.8
CN2300900000000,23,9,"Hancock County, ME",20-Nov,"26,451","25,129","1,322",5
CN2301100000000,23,11,"Kennebec County, ME",20-Nov,"61,737","59,182","2,555",4.1
CN2301300000000,23,13,"Knox County, ME",20-Nov,"19,052","18,211",841,4.4
CN2301500000000,23,15,"Lincoln County, ME",20-Nov,"15,922","15,150",772,4.8
CN2301700000000,23,17,"Oxford County, ME",20-Nov,"25,161","23,605","1,556",6.2
CN2301900000000,23,19,"Penobscot County, ME",20-Nov,"75,388","72,107","3,281",4.4
CN2302100000000,23,21,"Piscataquis County, ME",20-Nov,"7,148","6,804",344,4.8
CN2302300000000,23,23,"Sagadahoc County, ME",20-Nov,"19,226","18,482",744,3.9
CN2302500000000,23,25,"Somerset County, ME",20-Nov,"22,028","20,733","1,295",5.9
CN2302700000000,23,27,"Waldo County, ME",20-Nov,"19,878","18,974",904,4.5
CN2302900000000,23,29,"Washington County, ME",20-Nov,"13,783","13,054",729,5.3
CN2303100000000,23,31,"York County, ME",20-Nov,"108,306","102,863","5,443",5
CN2400100000000,24,1,"Allegany County, MD",20-Nov,"29,719","27,791","1,928",6.5
CN2400300000000,24,3,"Anne Arundel County, MD",20-Nov,"304,555","288,227","16,328",5.4
CN2400500000000,24,5,"Baltimore County, MD",20-Nov,"440,556","412,456","28,100",6.4
CN2400900000000,24,9,"Calvert County, MD",20-Nov,"47,763","45,429","2,334",4.9
CN2401100000000,24,11,"Caroline County, MD",20-Nov,"16,747","15,889",858,5.1
CN2401300000000,24,13,"Carroll County, MD",20-Nov,"90,936","86,916","4,020",4.4
CN2401500000000,24,15,"Cecil County, MD",20-Nov,"49,201","46,491","2,710",5.5
CN2401700000000,24,17,"Charles County, MD",20-Nov,"84,480","78,952","5,528",6.5
CN2401900000000,24,19,"Dorchester County, MD",20-Nov,"14,499","13,517",982,6.8
CN2402100000000,24,21,"Frederick County, MD",20-Nov,"130,001","122,958","7,043",5.4
CN2402300000000,24,23,"Garrett County, MD",20-Nov,"14,399","13,626",773,5.4
CN2402500000000,24,25,"Harford County, MD",20-Nov,"135,056","128,348","6,708",5
CN2402700000000,24,27,"Howard County, MD",20-Nov,"181,120","172,222","8,898",4.9
CN2402900000000,24,29,"Kent County, MD",20-Nov,"9,072","8,526",546,6
CN2403100000000,24,31,"Montgomery County, MD",20-Nov,"552,026","516,301","35,725",6.5
CN2403300000000,24,33,"Prince George's County, MD",20-Nov,"505,282","459,788","45,494",9
CN2403500000000,24,35,"Queen Anne's County, MD",20-Nov,"26,176","24,952","1,224",4.7
CN2403700000000,24,37,"St. Mary's County, MD",20-Nov,"53,045","50,613","2,432",4.6
CN2403900000000,24,39,"Somerset County, MD",20-Nov,"8,165","7,512",653,8
CN2404100000000,24,41,"Talbot County, MD",20-Nov,"17,576","16,614",962,5.5
CN2404300000000,24,43,"Washington County, MD",20-Nov,"70,635","66,518","4,117",5.8
CN2404500000000,24,45,"Wicomico County, MD",20-Nov,"47,392","44,136","3,256",6.9
CN2404700000000,24,47,"Worcester County, MD",20-Nov,"23,570","21,293","2,277",9.7
CN2451000000000,24,510,"Baltimore city, MD",20-Nov,"282,936","258,548","24,388",8.6
CN2500100000000,25,1,"Barnstable County, MA",20-Nov,"101,585","94,728","6,857",6.8
CN2500300000000,25,3,"Berkshire County, MA",20-Nov,"60,048","56,093","3,955",6.6
CN2500500000000,25,5,"Bristol County, MA",20-Nov,"288,368","269,914","18,454",6.4
CN2500700000000,25,7,"Dukes County, MA",20-Nov,"8,273","7,680",593,7.2
CN2500900000000,25,9,"Essex County, MA",20-Nov,"406,852","379,080","27,772",6.8
CN2501100000000,25,11,"Franklin County, MA",20-Nov,"38,709","36,690","2,019",5.2
CN2501300000000,25,13,"Hampden County, MA",20-Nov,"214,389","198,277","16,112",7.5
CN2501500000000,25,15,"Hampshire County, MA",20-Nov,"84,109","79,402","4,707",5.6
CN2501700000000,25,17,"Middlesex County, MA",20-Nov,"868,980","821,776","47,204",5.4
CN2501900000000,25,19,"Nantucket County/town, MA",20-Nov,"6,562","6,130",432,6.6
CN2502100000000,25,21,"Norfolk County, MA",20-Nov,"370,780","348,654","22,126",6
CN2502300000000,25,23,"Plymouth County, MA",20-Nov,"268,181","250,863","17,318",6.5
CN2502500000000,25,25,"Suffolk County, MA",20-Nov,"435,144","405,701","29,443",6.8
CN2502700000000,25,27,"Worcester County, MA",20-Nov,"430,706","404,220","26,486",6.1
CN2600100000000,26,1,"Alcona County, MI",20-Nov,"3,819","3,627",192,5
CN2600300000000,26,3,"Alger County, MI",20-Nov,"3,094","2,896",198,6.4
CN2600500000000,26,5,"Allegan County, MI",20-Nov,"61,419","59,228","2,191",3.6
CN2600700000000,26,7,"Alpena County, MI",20-Nov,"13,174","12,634",540,4.1
CN2600900000000,26,9,"Antrim County, MI",20-Nov,"10,202","9,706",496,4.9
CN2601100000000,26,11,"Arenac County, MI",20-Nov,"5,896","5,566",330,5.6
CN2601300000000,26,13,"Baraga County, MI",20-Nov,"3,092","2,894",198,6.4
CN2601500000000,26,15,"Barry County, MI",20-Nov,"31,074","29,964","1,110",3.6
CN2601700000000,26,17,"Bay County, MI",20-Nov,"47,238","44,947","2,291",4.8
CN2601900000000,26,19,"Benzie County, MI",20-Nov,"9,041","8,674",367,4.1
CN2602100000000,26,21,"Berrien County, MI",20-Nov,"71,844","68,471","3,373",4.7
CN2602300000000,26,23,"Branch County, MI",20-Nov,"18,859","18,038",821,4.4
CN2602500000000,26,25,"Calhoun County, MI",20-Nov,"60,477","57,296","3,181",5.3
CN2602700000000,26,27,"Cass County, MI",20-Nov,"23,727","22,682","1,045",4.4
CN2602900000000,26,29,"Charlevoix County, MI",20-Nov,"12,586","12,039",547,4.3
CN2603100000000,26,31,"Cheboygan County, MI",20-Nov,"9,771","9,087",684,7
CN2603300000000,26,33,"Chippewa County, MI",20-Nov,"16,340","15,579",761,4.7
CN2603500000000,26,35,"Clare County, MI",20-Nov,"11,467","10,752",715,6.2
CN2603700000000,26,37,"Clinton County, MI",20-Nov,"39,365","38,113","1,252",3.2
CN2603900000000,26,39,"Crawford County, MI",20-Nov,"5,287","5,001",286,5.4
CN2604100000000,26,41,"Delta County, MI",20-Nov,"17,496","16,703",793,4.5
CN2604300000000,26,43,"Dickinson County, MI",20-Nov,"12,535","12,051",484,3.9
CN2604500000000,26,45,"Eaton County, MI",20-Nov,"54,856","52,787","2,069",3.8
CN2604700000000,26,47,"Emmet County, MI",20-Nov,"17,588","16,765",823,4.7
CN2604900000000,26,49,"Genesee County, MI",20-Nov,"177,968","168,016","9,952",5.6
CN2605100000000,26,51,"Gladwin County, MI",20-Nov,"9,620","9,121",499,5.2
CN2605300000000,26,53,"Gogebic County, MI",20-Nov,"6,036","5,776",260,4.3
CN2605500000000,26,55,"Grand Traverse County, MI",20-Nov,"51,384","49,524","1,860",3.6
CN2605700000000,26,57,"Gratiot County, MI",20-Nov,"18,168","17,445",723,4
CN2605900000000,26,59,"Hillsdale County, MI",20-Nov,"19,740","18,930",810,4.1
